股票,市场,名称,行业模型,优质池等级,综合优质分,基础理论分,去短历史封顶分,去短历史封顶等级,是否因历史数据封顶,是否因历史数据受限,是否因排雷状态扣分,是否因规则AI分歧扣分,封顶原因,规则质量评级,规则质量分,AI评级,数据年数,历史可信度,数据质量,数据质量分,风险扣分,质量理由,综合观察
SHLS,US,"Shoals Technologies Group, Inc. - Class A Common Stock",通用,可研究池,74.0,80.8,76.8,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,95,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
301318,CN,维海德,通用,可研究池,76.8,80.8,76.8,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
601668,CN,中国建筑,周期,可研究池,76.8,80.8,76.8,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率略高但未构成硬伤；营收增长处于可接受区间,规则和AI评级不完全一致，可作为人工复核优先项
ITW,US,Illinois Tool Works Inc. Common Stock,通用,可研究池,71.0,83.8,76.8,可研究池,是,是,是,是,短历史封顶生效；排雷状态扣分；规则AI分歧扣分,可跟踪,87,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注；规则AI分歧,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率高于行业舒适区；营收增长处于可接受区间,AI认为质量突出，规则侧可能因单项风险保守处理
CECO,US,CECO Environmental Corp. - Common Stock,通用,可研究池,74.0,80.7,76.7,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,95,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
688531,CN,日联科技,科技,可研究池,76.7,80.7,76.7,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,优质候选,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单
001369,CN,双欣材料,周期,可研究池,76.7,80.7,76.7,可研究池,否,否,是,否,排雷状态扣分,优质候选,88,可跟踪,7,B 中等历史,Medium,87,排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；周期行业营收下滑，需结合行业周期位置,规则和AI评级不完全一致，可作为人工复核优先项
600618,CN,氯碱化工,周期,可研究池,76.6,80.6,76.6,可研究池,否,否,是,否,排雷状态扣分,优质候选,97,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长处于可接受区间,规则和AI评级不完全一致，可作为人工复核优先项
APG,US,APi Group Corporation Common Stock,周期,可研究池,74.0,80.6,76.6,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,95,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
SKYW,US,"SkyWest, Inc. - Common Stock",通用,可研究池,74.0,80.6,76.6,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,95,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
ARCB,US,ArcBest Corporation - Common Stock,通用,可研究池,74.0,80.6,76.6,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,93,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长偏弱,规则和AI评级不完全一致，可作为人工复核优先项
002825,CN,纳尔股份,通用,可研究池,76.6,80.6,76.6,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
688366,CN,昊海生科,通用,可研究池,76.6,80.6,76.6,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
920344,CN,三元基因,通用,可研究池,76.6,80.6,76.6,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
HON,US,Honeywell International Inc. - Common Stock,通用,可研究池,71.0,83.6,76.6,可研究池,是,是,是,是,短历史封顶生效；排雷状态扣分；规则AI分歧扣分,可跟踪,87,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注；规则AI分歧,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率高于行业舒适区；营收增长处于可接受区间,AI认为质量突出，规则侧可能因单项风险保守处理
STEW,US,"SRH Total Return Fund, Inc. Common Stock",通用,可研究池,71.0,83.6,76.6,可研究池,是,是,是,是,短历史封顶生效；排雷状态扣分；规则AI分歧扣分,可跟踪,84,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注；规则AI分歧,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,AI认为质量突出，规则侧可能因单项风险保守处理
000726,CN,鲁  泰Ａ,通用,可研究池,76.5,80.5,76.5,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
002130,CN,沃尔核材,通用,可研究池,76.5,80.5,76.5,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
002841,CN,视源股份,通用,可研究池,76.5,80.5,76.5,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
605389,CN,长龄液压,通用,可研究池,76.5,80.5,76.5,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
WAT,US,Waters Corporation Common Stock,通用,可研究池,74.0,80.5,76.5,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,89,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,规则与AI均认可质量，排雷侧因单项风险给出需关注状态，适合进入人工复核清单；但数据年数少于5年，长期ROE、波动和CAGR应按短历史估计降置信度
603091,CN,众鑫股份,通用,可研究池,76.5,83.5,76.5,可研究池,否,否,是,是,排雷状态扣分；规则AI分歧扣分,可跟踪,84,优质候选,7,B 中等历史,Medium,87,排雷需关注；规则AI分歧,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,AI认为质量突出，规则侧可能因单项风险保守处理
605299,CN,舒华体育,通用,可研究池,76.4,79.4,76.4,可研究池,否,否,否,是,规则AI分歧扣分,优质候选,97,谨慎观察,10,A 完整历史,High,100,规则AI分歧,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长处于可接受区间,规则质量分较高，但AI更关注风险，需要人工复核
HXL,US,Hexcel Corporation Common Stock,通用,可研究池,74.0,80.4,76.4,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,95,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
MGA,US,"Magna International, Inc. Common Stock",通用,可研究池,74.0,80.4,76.4,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,95,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
PAHC,US,Phibro Animal Health Corporation - Class A Common Stock,通用,可研究池,74.0,80.4,76.4,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,93,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率高于行业舒适区；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
001210,CN,金房能源,通用,可研究池,76.4,80.4,76.4,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
002226,CN,江南化工,周期,可研究池,76.4,80.4,76.4,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
ACA,US,"Arcosa, Inc. Common Stock",周期,可研究池,74.0,80.3,76.3,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,95,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
SNN,US,"Smith & Nephew SNATS, Inc. Common Stock",通用,可研究池,74.0,80.3,76.3,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,95,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
AWR,US,American States Water Company Common Stock,通用,可研究池,74.0,80.3,76.3,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,93,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流质量不足；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
VAL,US,Valaris Limited Common Shares,周期,可研究池,74.0,80.3,76.3,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,93,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流质量不足；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
001338,CN,永顺泰,通用,可研究池,76.3,80.3,76.3,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,8,B 中等历史,High,100,排雷需关注,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
300819,CN,聚杰微纤,通用,可研究池,76.3,80.3,76.3,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
688203,CN,海正生材,通用,可研究池,76.3,80.3,76.3,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,8,B 中等历史,High,100,排雷需关注,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
VC,US,Visteon Corporation - Common Stock,通用,可研究池,74.0,80.3,76.3,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,89,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,规则和AI评级不完全一致，可作为人工复核优先项
SOLS,US,Solstice Advanced Materials Inc. - Common Stock,周期,可研究池,74.0,80.2,76.2,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,95,可跟踪,3,C 短历史,Medium,60,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率略高但未构成硬伤；营收增长处于可接受区间,规则和AI评级不完全一致，可作为人工复核优先项
CAT,US,"Caterpillar, Inc. Common Stock",周期,可研究池,71.0,83.2,76.2,可研究池,是,是,是,是,短历史封顶生效；排雷状态扣分；规则AI分歧扣分,可跟踪,87,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注；规则AI分歧,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率高于行业舒适区；营收增长处于可接受区间,AI认为质量突出，规则侧可能因单项风险保守处理
PEP,US,"PepsiCo, Inc. - Common Stock",消费,可研究池,71.0,83.2,76.2,可研究池,是,是,是,是,短历史封顶生效；排雷状态扣分；规则AI分歧扣分,可跟踪,87,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注；规则AI分歧,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率高于行业舒适区；营收增长处于可接受区间,AI认为质量突出，规则侧可能因单项风险保守处理
000661,CN,长春高新,通用,可研究池,76.2,83.2,76.2,可研究池,否,否,是,是,排雷状态扣分；规则AI分歧扣分,可跟踪,83,优质候选,10,A 完整历史,High,100,排雷需关注；规则AI分歧,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长处于可接受区间,AI认为质量突出，规则侧可能因单项风险保守处理
920227,CN,美登科技,科技,可研究池,76.2,83.2,76.2,可研究池,否,否,是,是,排雷状态扣分；规则AI分歧扣分,可跟踪,83,优质候选,10,A 完整历史,High,100,排雷需关注；规则AI分歧,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长处于可接受区间,AI认为质量突出，规则侧可能因单项风险保守处理
AKAM,US,"Akamai Technologies, Inc. - Common Stock",科技,可研究池,71.0,83.2,76.2,可研究池,是,是,是,是,短历史封顶生效；排雷状态扣分；规则AI分歧扣分,可跟踪,81,优质候选,4,C 短历史,Medium,80,短历史封顶；排雷需关注；规则AI分歧,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率略高但未构成硬伤；营收增长处于可接受区间,AI认为质量突出，规则侧可能因单项风险保守处理
AMCR,US,Amcor plc Ordinary Shares,通用,可研究池,74.0,80.1,76.1,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,95,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率略高但未构成硬伤；营收增长处于可接受区间,规则和AI评级不完全一致，可作为人工复核优先项
CSV,US,"Carriage Services, Inc. Common Stock",通用,可研究池,74.0,80.1,76.1,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,93,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率高于行业舒适区；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
600798,CN,宁波海运,通用,可研究池,76.1,80.1,76.1,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
601121,CN,宝地矿业,通用,可研究池,76.1,80.1,76.1,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
300034,CN,钢研高纳,通用,可研究池,76.0,80.0,76.0,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
300272,CN,开能健康,通用,可研究池,76.0,80.0,76.0,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
301073,CN,君亭酒店,通用,可研究池,76.0,80.0,76.0,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
600980,CN,北矿科技,科技,可研究池,76.0,80.0,76.0,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
603817,CN,海峡环保,通用,可研究池,76.0,80.0,76.0,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
603207,CN,小方制药,通用,可研究池,76.0,83.0,76.0,可研究池,否,否,是,是,排雷状态扣分；规则AI分歧扣分,可跟踪,84,优质候选,7,B 中等历史,Medium,87,排雷需关注；规则AI分歧,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,AI认为质量突出，规则侧可能因单项风险保守处理
601156,CN,东航物流,通用,可研究池,76.0,83.0,76.0,可研究池,否,否,是,是,排雷状态扣分；规则AI分歧扣分,可跟踪,83,优质候选,10,A 完整历史,High,100,排雷需关注；规则AI分歧,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长处于可接受区间,AI认为质量突出，规则侧可能因单项风险保守处理
MATX,US,"Matson, Inc. Common Stock",周期,可研究池,74.0,79.9,75.9,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,99,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；周期行业营收下滑，需结合行业周期位置,规则和AI评级不完全一致，可作为人工复核优先项
CRCT,US,"Cricut, Inc. - Class A common stock",科技,可研究池,74.0,79.9,75.9,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,93,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长偏弱,规则和AI评级不完全一致，可作为人工复核优先项
600262,CN,北方股份,通用,可研究池,75.9,79.9,75.9,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
603193,CN,润本股份,通用,可研究池,75.9,82.9,75.9,可研究池,否,否,是,是,排雷状态扣分；规则AI分歧扣分,可跟踪,84,优质候选,7,B 中等历史,Medium,87,排雷需关注；规则AI分歧,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,AI认为质量突出，规则侧可能因单项风险保守处理
688563,CN,航材股份,通用,可研究池,75.9,82.9,75.9,可研究池,否,否,是,是,排雷状态扣分；规则AI分歧扣分,可跟踪,84,优质候选,7,B 中等历史,Medium,87,排雷需关注；规则AI分歧,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,AI认为质量突出，规则侧可能因单项风险保守处理
ASM,US,Avino Silver & Gold Mines Ltd. Common Shares (Canada),周期,可研究池,74.0,79.8,75.8,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,95,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
SW,US,Smurfit WestRock plc Ordinary Shares,通用,可研究池,74.0,79.8,75.8,可研究池,是,是,是,否,短历史封顶生效；排雷状态扣分,优质候选,95,可跟踪,4,C 短历史,Medium,80,短历史封顶；排雷需关注,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
001872,CN,招商港口,通用,可研究池,75.8,79.8,75.8,可研究池,否,否,是,否,排雷状态扣分,优质候选,89,可跟踪,10,A 完整历史,High,100,排雷需关注,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,规则和AI评级不完全一致，可作为人工复核优先项
