股票,市场,名称,行业,行业模型,核心指标,PE,PB,10年ROE,ROE波动,5年平均FCF,资产负债率,商誉占比,利息覆盖倍数,分红稳定性,5年营收CAGR,数据年数,缺失字段数,数据质量分,数据质量,杠杆风险,结果,分数,原因
BIVI,US,BioVie Inc. - Common stock,Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,0.67,-334.4%,268.6%,-,11.8%,1.6%,-51.72,未分红/不适用,-,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
BIYA,US,Baiya International Group Inc.  - Ordinary Shares,Software - Application,科技,营收增长、自由现金流、研发投入效率,-,0.16,-76.1%,77.7%,-7440935.00,17.1%,-,-,未分红/不适用,7.8%,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
BJDX,US,"Bluejay Diagnostics, Inc. - Common Stock",Medical Devices,通用,ROE、现金流、资产负债率,-,0.43,-168.4%,119.1%,-8078453.50,16.1%,-,-8161.67,未分红/不适用,-,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
BJRI,US,"BJ's Restaurants, Inc. - Common Stock",Restaurants,通用,ROE、现金流、资产负债率,20.96,2.36,6.1%,5.1%,11228250.00,63.9%,0.5%,10.95,未分红/不适用,2.9%,4,6,80,Medium,低,警惕,70,10年净利润波动较大；长期ROE偏低但PE不低；数据质量为Medium，筛选结果置信度中等
BKNG,US,Booking Holdings Inc. - Common Stock,Travel Services,通用,ROE、现金流、资产负债率,20.38,-13.81,-72.4%,124.3%,7541500000.00,119.1%,9.1%,5.23,未分红/不适用,16.3%,4,6,80,Medium,低,排除,5,10年ROE波动较大；长期ROE低于5%；资产负债率过高；数据质量为Medium，筛选结果置信度中等
BKR,US,Baker Hughes Company - Common Stock,Oil & Gas Equipment & Services,周期,利润波动、ROE波动、资本开支周期,20.64,3.32,10.0%,9.7%,1832000000.00,53.5%,14.8%,13.96,未分红/不适用,9.4%,4,6,80,Medium,低,警惕,85,10年净利润波动较大；数据质量为Medium，筛选结果置信度中等
BL,US,"BlackLine, Inc. - Common Stock",Software - Application,科技,营收增长、自由现金流、研发投入效率,63.90,5.19,9.4%,26.5%,105934750.00,78.9%,26.5%,5.75,未分红/不适用,10.2%,4,6,80,Medium,中,警惕,25,10年ROE波动较大；10年净利润波动较大；资产负债率偏高；商誉占比偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BLBD,US,Blue Bird Corporation - Common Stock,Farm & Heavy Construction Machinery,周期,利润波动、ROE波动、资本开支周期,17.80,7.70,-783.8%,1684.8%,82427250.00,59.2%,3.0%,24.54,未分红/不适用,22.7%,4,6,80,Medium,低,排除,0,周期行业ROE波动显著；周期行业利润弹性过大；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
BLDP,US,"Ballard Power Systems, Inc. - Common Shares",Electrical Equipment & Parts,通用,ROE、现金流、资产负债率,-,2.15,-24.1%,16.1%,-128663750.00,13.5%,-,-46.70,未分红/不适用,6.7%,4,6,80,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
BLFS,US,"BioLife Solutions, Inc. - Common Stock",Medical Instruments & Supplies,通用,ROE、现金流、资产负债率,-,2.76,-16.4%,16.7%,-8108000.00,8.4%,51.4%,-,未分红/不适用,8.1%,4,6,80,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；商誉占比过高；数据质量为Medium，筛选结果置信度中等
BLIN,US,"Bridgeline Digital, Inc. - Common Stock",Software - Infrastructure,科技,营收增长、自由现金流、研发投入效率,-,1.27,-29.4%,38.7%,-498250.00,37.6%,55.3%,-19.29,未分红/不适用,-2.9%,4,6,80,Medium,低,排除,0,科技公司营收增长转负；科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；商誉占比过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
BLIV,US,BeLive Holdings - ordinary shares,Software - Application,科技,营收增长、自由现金流、研发投入效率,-,3.14,1007.4%,2034.0%,-2335722.33,116.3%,-,-1747.50,未分红/不适用,-13.7%,4,0,80,Medium,低,排除,0,科技公司营收增长转负；科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；近5年自由现金流多次为负；资产负债率过高；利息覆盖倍数过低；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等
BLKB,US,"Blackbaud, Inc. - Common Stock",Software - Application,科技,营收增长、自由现金流、研发投入效率,10.58,41.23,-26.7%,154.1%,175163000.00,96.4%,44.2%,2.94,未分红/不适用,2.2%,4,6,80,Medium,中,排除,0,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高；商誉占比过高；利息覆盖倍数偏低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BLLN,US,"BillionToOne, Inc. - Class A common stock",Diagnostics & Research,通用,ROE、现金流、资产负债率,159.89,8.00,1.6%,-,15673000.00,24.1%,-,82.67,未分红/不适用,-,1,12,20,Low,低,数据不足,0,长期ROE低于5%；数据年数不足，无法进行可靠筛选
BLMN,US,"Bloomin' Brands, Inc. - Common Stock",Restaurants,通用,ROE、现金流、资产负债率,33.92,1.76,1.5%,68.3%,138122000.00,89.4%,5.8%,0.82,未分红/不适用,-0.4%,4,6,80,Medium,中,排除,0,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BLNE,US,"Beeline Holdings, Inc. - Common Stock",Mortgage Finance,通用,ROE、现金流、资产负债率,-,0.91,30.7%,802.1%,-7562750.00,23.7%,47.4%,-9.00,未分红/不适用,-16.1%,4,6,80,Medium,高,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；近5年自由现金流多次为负；商誉占比过高；利息覆盖倍数过低；近5年营收明显下滑；高杠杆行业，需资产负债表专项分析；数据质量为Medium，筛选结果置信度中等
BLNK,US,Blink Charging Co. - Common Stock,Engineering & Construction,周期,利润波动、ROE波动、资本开支周期,-,2.32,-102.3%,61.8%,-72934000.00,56.3%,1.2%,-,未分红/不适用,19.3%,4,6,80,Medium,低,排除,0,周期行业ROE波动显著；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
BLZE,US,"Backblaze, Inc. - Common Stock",Software - Infrastructure,科技,营收增长、自由现金流、研发投入效率,-,5.16,-75.2%,42.7%,-11933250.00,56.6%,-,-5.60,未分红/不适用,19.6%,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
BMBL,US,Bumble Inc. - common stock,Internet Content & Information,科技,营收增长、自由现金流、研发投入效率,-,0.69,-48.6%,57.5%,154782500.00,52.2%,51.4%,-19.28,未分红/不适用,2.2%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；商誉占比过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
BMEA,US,"Biomea Fusion, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,5.52,-155.5%,99.1%,-94555000.00,49.5%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
BMGL,US,Basel Medical Group Ltd - ordinary shares,Medical Care Facilities,通用,ROE、现金流、资产负债率,-,3.08,-20.6%,117.3%,1045443.75,70.9%,-,-53.20,未分红/不适用,2.0%,4,0,80,Medium,中,排除,0,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BMHL,US,Bluemount Holdings Limited - Class B Ordinary Shares,Capital Markets,金融,杠杆、资产质量、资本约束,35.73,8.45,21.2%,14.7%,-,65.7%,-,47.96,未分红/不适用,18.4%,3,0,60,Medium,高,需专项分析,40,金融行业需专项资产质量与资本约束分析；10年ROE波动较大；高杠杆行业，需资产负债表专项分析；数据质量为Medium，筛选结果置信度中等
BMM,US,Blue Moon Metals Inc. - Common Shares,Other Industrial Metals & Mining,周期,利润波动、ROE波动、资本开支周期,-,3.66,-36.5%,30.9%,-16197007.50,11.4%,-,-29.53,未分红/不适用,-,4,6,80,Medium,低,排除,0,周期行业ROE波动显著；周期行业利润弹性过大；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
BMR,US,Beamr Imaging Ltd. - Ordinary Share,Software - Application,科技,营收增长、自由现金流、研发投入效率,-,1.86,52.6%,146.4%,-2110750.00,5.8%,26.2%,-132.44,未分红/不适用,2.6%,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；近5年自由现金流多次为负；商誉占比偏高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
BMRA,US,"Biomerica, Inc. - Common Stock",Medical Devices,通用,ROE、现金流、资产负债率,-,2.20,-81.8%,30.6%,-3888750.00,31.0%,-,-,未分红/不适用,-34.5%,4,6,80,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
BMRC,US,Bank of Marin Bancorp - Common Stock,Banks - Regional,银行,不良率、拨备覆盖、资本充足率,-,1.04,1.2%,8.7%,38005750.00,89.9%,1.9%,-,未分红/不适用,-40.6%,4,6,80,Medium,中,排除,0,银行需补充不良率/拨备/资本充足率专项数据；10年净利润波动较大；长期ROE低于5%；资产负债率过高；近5年营收明显下滑；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BMRN,US,BioMarin Pharmaceutical Inc. - Common Stock,Biotechnology,科技,营收增长、自由现金流、研发投入效率,38.30,1.66,4.9%,2.1%,322113000.00,19.8%,2.6%,45.27,未分红/不适用,15.4%,4,6,80,Medium,低,排除,60,长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
BNAI,US,Brand Engagement Network Inc. - Common Stock,Software - Infrastructure,科技,营收增长、自由现金流、研发投入效率,-,38.73,23.8%,1228.9%,-8455877.67,77.4%,-,-20.01,未分红/不适用,160.1%,4,6,80,Medium,中,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；近5年自由现金流多次为负；资产负债率偏高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BNBX,US,BNB Plus Corp. - Common Stock,Asset Management,通用,ROE、现金流、资产负债率,0.00,0.12,-249.8%,278.9%,-10678378.50,56.2%,-,-,未分红/不适用,-51.0%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
BNC,US,CEA Industries Inc. - Common Stock,Farm & Heavy Construction Machinery,周期,利润波动、ROE波动、资本开支周期,-,0.37,-109.6%,156.1%,-3247869.00,11.2%,-,-,未分红/不适用,-41.0%,4,0,80,Medium,低,排除,0,周期行业ROE波动显著；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
BNGO,US,"Bionano Genomics, Inc. - Common Stock",Medical Instruments & Supplies,通用,ROE、现金流、资产负债率,-,0.29,-167.8%,132.3%,-108005000.00,39.6%,-,-87.35,未分红/不适用,0.8%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
BNKK,US,"Bonk, Inc. - Common Stock",Asset Management,通用,ROE、现金流、资产负债率,-,0.48,373.1%,1271.8%,-15997239.75,14.6%,34.5%,-114.08,未分红/不适用,219.4%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；近5年自由现金流多次为负；商誉占比偏高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
BNRG,US,Brenmiller Energy Ltd - Ordinary Shares,Utilities - Renewable,周期,利润波动、ROE波动、资本开支周期,-,0.09,-280.8%,108.4%,-10800250.00,72.0%,-,-36.18,未分红/不适用,-36.6%,4,6,80,Medium,中,排除,0,周期行业ROE波动显著；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率偏高；利息覆盖倍数过低；近5年营收明显下滑；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BNTC,US,Benitec Biopharma Inc. - Common Stock,Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,3.20,-2600.2%,4730.8%,-19278250.00,2.3%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
BNZI,US,"Banzai International, Inc. - Class A Common Stock",Software - Application,科技,营收增长、自由现金流、研发投入效率,-,0.43,242.6%,618.8%,-5178981.00,74.5%,69.5%,-8.41,未分红/不适用,31.6%,4,6,80,Medium,中,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；资产负债率偏高；商誉占比过高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BODI,US,"The Beachbody Company, Inc. - Class A Common Stock",Internet Content & Information,科技,营收增长、自由现金流、研发投入效率,17.32,2.90,-134.9%,107.1%,-21852000.00,78.7%,44.3%,0.45,未分红/不适用,-28.6%,4,6,80,Medium,中,排除,0,科技公司营收增长转负；科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率偏高；商誉占比过高；利息覆盖倍数过低；近5年营收明显下滑；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BOF,US,BranchOut Food Inc. - Common Stock,Packaged Foods,消费,ROE、毛利率稳定性、分红稳定性,-,9.33,-100.0%,132.8%,-5403136.50,61.5%,-,-7.18,未分红/不适用,163.3%,4,6,80,Medium,低,排除,0,消费公司长期ROE不够突出；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
BOKF,US,BOK Financial Corporation - Common Stock,Banks - Regional,银行,不良率、拨备覆盖、资本充足率,12.87,1.30,10.2%,0.7%,-,88.7%,2.0%,-,未分红/不适用,4.8%,4,6,80,Medium,中,排除,30,银行需补充不良率/拨备/资本充足率专项数据；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BOLD,US,"Boundless Bio, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,0.35,-1.8%,57.8%,-49683500.00,37.2%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
BOLT,US,"Bolt Biotherapeutics, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,0.48,-87.3%,36.5%,-62360000.00,53.3%,-,-,未分红/不适用,10.3%,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
BON,US,Bon Natural Life Limited - Class A Ordinary Shares,Specialty Chemicals,周期,利润波动、ROE波动、资本开支周期,-,0.13,7.9%,11.2%,-5297189.75,31.9%,-,-3.67,未分红/不适用,-14.5%,4,6,80,Medium,低,排除,0,周期行业利润弹性过大；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年净利润波动较大；近5年自由现金流多次为负；利息覆盖倍数过低；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等
BOOM,US,DMC Global Inc. - Common Stock,Conglomerates,通用,ROE、现金流、资产负债率,-,0.64,-15.4%,32.4%,35662000.00,32.5%,-,-0.18,未分红/不适用,-2.3%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
BOSC,US,B.O.S. Better Online Solutions - Ordinary Shares,Communication Equipment,通用,ROE、现金流、资产负债率,8.05,1.12,10.4%,2.0%,1428250.00,35.7%,6.7%,6.20,未分红/不适用,6.8%,4,6,80,Medium,低,通过,85,数据质量为Medium，筛选结果置信度中等
BOTJ,US,"Bank of the James Financial Group, Inc. - Common Stock",Banks - Regional,银行,不良率、拨备覆盖、资本充足率,9.52,1.28,14.0%,2.9%,8123250.00,92.3%,0.2%,-,未分红/不适用,4.4%,4,6,80,Medium,中,排除,30,银行需补充不良率/拨备/资本充足率专项数据；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BOXL,US,Boxlight Corporation - Class A Common Stock,Consumer Electronics,科技,营收增长、自由现金流、研发投入效率,-,0.95,-479.6%,963.0%,1490500.00,98.7%,-,-1.47,未分红/不适用,-21.0%,4,6,80,Medium,中,排除,0,科技公司营收增长转负；PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；资产负债率过高；利息覆盖倍数过低；近5年营收明显下滑；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BPAC,US,Blueport Acquisition Ltd - Class A Ordinary Shares,-,通用,ROE、现金流、资产负债率,-,20.02,-0.0%,-,-,2.2%,-,-,未分红/不适用,-,1,0,20,Low,低,数据不足,0,长期ROE低于5%；数据年数不足，无法进行可靠筛选
BPOP,US,"Popular, Inc. - Common Stock",Banks - Regional,银行,不良率、拨备覆盖、资本充足率,10.72,1.49,15.4%,7.8%,632903500.00,91.7%,1.0%,-,未分红/不适用,1.2%,4,6,80,Medium,中,排除,30,银行需补充不良率/拨备/资本充足率专项数据；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BPRN,US,"Princeton Bancorp, Inc. - Common Stock",Banks - Regional,银行,不良率、拨备覆盖、资本充足率,12.28,0.87,8.4%,3.7%,19646500.00,88.2%,0.6%,-,未分红/不适用,4.9%,4,6,80,Medium,中,排除,30,银行需补充不良率/拨备/资本充足率专项数据；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BRAG,US,Bragg Gaming Group Inc. - Common Shares,Gambling,通用,ROE、现金流、资产负债率,-,0.63,-7.6%,3.7%,230500.00,36.9%,31.4%,-4.44,未分红/不适用,7.8%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；10年内亏损年份过多；长期ROE低于5%；商誉占比偏高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
BRAI,US,Braiin Limited - Common Stock,Computer Hardware,科技,营收增长、自由现金流、研发投入效率,-,-201.67,38.9%,45.0%,-,22.7%,-,-9.61,未分红/不适用,-,3,3,60,Medium,低,排除,0,PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
BRBI,US,BRBI BR Partners S.A. - ADSs,Capital Markets,金融,杠杆、资产质量、资本约束,31.70,9.19,21.5%,3.7%,137268666.67,94.7%,-,-,未分红/不适用,42.0%,2,3,40,Low,高,数据不足,0,金融行业需专项资产质量与资本约束分析；高杠杆行业，需资产负债表专项分析；数据年数不足，无法进行可靠筛选
BRCB,US,"Black Rock Coffee Bar, Inc. - Class A Common Stock",Restaurants,通用,ROE、现金流、资产负债率,-,2.74,-0.1%,-,-17994000.00,68.9%,2.8%,-0.64,未分红/不适用,22.7%,3,0,60,Medium,中,排除,0,10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BRFH,US,Barfresh Food Group Inc. - Common Stock,Beverages - Non-Alcoholic,消费,ROE、毛利率稳定性、分红稳定性,-,29.04,-253.3%,163.0%,-2244000.00,89.6%,-,-12.73,未分红/不适用,15.7%,4,6,80,Medium,中,排除,0,消费公司长期ROE不够突出；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率过高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BRID,US,Bridgford Foods Corporation - Common Stock,Packaged Foods,消费,ROE、毛利率稳定性、分红稳定性,-,0.99,6.0%,20.6%,-5976500.00,21.5%,-,-56.49,未分红/不适用,-4.6%,4,6,80,Medium,低,排除,0,消费公司长期ROE不够突出；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年ROE波动较大；10年净利润波动较大；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
BRKR,US,Bruker Corporation - Common Stock,Medical Devices,通用,ROE、现金流、资产负债率,-,2.74,15.6%,14.9%,134575000.00,59.8%,24.8%,1.36,未分红/不适用,10.7%,4,6,80,Medium,低,排除,15,10年ROE波动较大；10年净利润波动较大；商誉占比偏高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
BRLS,US,Borealis Foods Inc. - Class A Common Shares,Packaged Foods,消费,ROE、毛利率稳定性、分红稳定性,-,-2.24,933.0%,1805.7%,-18252235.50,101.2%,3.2%,-4.03,未分红/不适用,26.6%,4,0,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；近5年自由现金流多次为负；资产负债率过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
BRLT,US,"Brilliant Earth Group, Inc. - Class A Common Stock",Luxury Goods,通用,ROE、现金流、资产负债率,-,1.78,-0.5%,20.7%,9523000.00,60.4%,-,2.42,未分红/不适用,-0.2%,4,6,80,Medium,中,排除,0,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；利息覆盖倍数偏低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BRR,US,"ProCap Financial, Inc. - Common Stock",Capital Markets,金融,杠杆、资产质量、资本约束,-,0.39,-,-,-,34.2%,-,-,未分红/不适用,-,0,3,0,Insufficient,高,数据不足,0,金融行业需专项资产质量与资本约束分析；高杠杆行业，需资产负债表专项分析；数据年数不足，无法进行可靠筛选
BRTX,US,"BioRestorative Therapies, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,4.84,-1082.5%,1939.8%,-8049036.00,91.3%,-,-,未分红/不适用,44.3%,4,6,80,Medium,中,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BRUN,US,Boost Run Inc. - Class A Common Stock,Software - Infrastructure,科技,营收增长、自由现金流、研发投入效率,-,27.21,-101.4%,139.4%,6109500.00,89.5%,-,-7.08,未分红/不适用,238.8%,2,3,40,Low,中,数据不足,0,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高；利息覆盖倍数过低；资产负债率相对偏高；数据年数不足，无法进行可靠筛选
BRZE,US,"Braze, Inc. - Class A Common Stock",Software - Application,科技,营收增长、自由现金流、研发投入效率,-,3.59,-25.8%,5.1%,8052000.00,44.0%,23.5%,-,未分红/不适用,27.6%,4,6,80,Medium,低,排除,5,10年内亏损年份过多；长期ROE低于5%；商誉占比偏高；数据质量为Medium，筛选结果置信度中等
BSBK,US,Bogota Financial Corp. - Common Stock,Banks - Regional,银行,不良率、拨备覆盖、资本充足率,50.41,0.78,1.3%,2.7%,2928073.25,84.4%,-,-,未分红/不适用,-10.7%,4,6,80,Medium,中,排除,0,银行需补充不良率/拨备/资本充足率专项数据；PB低但近5年出现亏损；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；近5年营收增长偏弱；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BSET,US,"Bassett Furniture Industries, Incorporated - Common Stock","Furnishings, Fixtures & Appliances",通用,ROE、现金流、资产负债率,23.26,0.76,7.4%,17.8%,-3807750.00,49.0%,2.2%,169.46,未分红/不适用,-11.6%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；长期ROE偏低但PE不低；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等
BSRR,US,Sierra Bancorp - Common Stock,Banks - Regional,银行,不良率、拨备覆盖、资本充足率,10.95,1.33,11.1%,0.6%,43075000.00,90.5%,0.7%,-,未分红/不适用,4.0%,4,6,80,Medium,中,排除,30,银行需补充不良率/拨备/资本充足率专项数据；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BSVN,US,Bank7 Corp. - Common stock,Banks - Regional,银行,不良率、拨备覆盖、资本充足率,9.05,1.55,18.9%,2.4%,44489000.00,87.2%,0.6%,-,未分红/不适用,10.0%,4,6,80,Medium,中,排除,30,银行需补充不良率/拨备/资本充足率专项数据；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
BSY,US,"Bentley Systems, Incorporated - Class B Common Stock",Software - Application,科技,营收增长、自由现金流、研发投入效率,36.48,8.10,28.4%,6.8%,397231750.00,66.5%,69.8%,23.89,未分红/不适用,11.0%,4,6,80,Medium,低,排除,60,商誉占比过高；数据质量为Medium，筛选结果置信度中等
BTAI,US,"BioXcel Therapeutics, Inc. - Common Stock",Drug Manufacturers - Specialty & Generic,通用,ROE、现金流、资产负债率,-,-0.28,59.5%,217.8%,-145253000.00,312.5%,-,-3.12,未分红/不适用,19.6%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；资产负债率过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
BTBD,US,"BT Brands, Inc. - Common Stock",Restaurants,通用,ROE、现金流、资产负债率,-,1.06,-14.8%,12.5%,-527347.75,40.3%,7.4%,-7.43,未分红/不适用,2.3%,4,6,80,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
