综合优质分,优质池等级,入选来源,优质排序理由,风险扣分,股票,市场,名称,行业,行业模型,核心指标,PE,PB,10年ROE,ROE波动,5年平均FCF,资产负债率,商誉占比,利息覆盖倍数,分红稳定性,5年营收CAGR,数据年数,缺失字段数,数据质量分,数据质量,杠杆风险,结果,分数,规则质量评级,规则质量分,质量理由,原因,AI评级,AI置信度,AI理由,AI风险,AI关注点,AI模型,规则AI分歧,综合观察
60.7,观察池,规则质量可跟踪,规则质量73；ROE7.1%；ROE波动5.2%；数据质量High；AI谨慎观察；PE17.48；PB1.06,排雷需关注,000157,CN,中联重科,-,通用,ROE、现金流、资产负债率,17.48,1.06,7.1%,5.2%,-,55.0%,-,-,未分红/不适用,-6.1%,10,10,100,High,未知,警惕,70,可跟踪,73,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长偏弱,长期ROE偏低但PE不低；近5年营收增长偏弱,谨慎观察,Medium,10年ROE均值7.1%偏低，且波动较大（5.2%）；近5年营收CAGR为-6.1%，显示增长乏力；资产负债率55%尚可，但未提供利息覆盖倍数和商誉数据，无法全面评估偿债风险。无分红记录，股东回报不足。,营收持续下滑，成长性堪忧；ROE波动大，盈利稳定性差；无分红，缺乏现金流回报；关键财务指标缺失（商誉、利息覆盖），隐藏潜在风险。,关注营收能否止跌回升；ROE是否改善；获取完整财务数据（商誉、利息覆盖、FCF）；观察行业周期及公司竞争力变化。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
60.7,观察池,规则质量可跟踪,规则质量73；ROE15.3%；ROE波动26.2%；数据质量High；AI谨慎观察；PE13.85；PB0.81,排雷需关注,002010,CN,传化智联,-,通用,ROE、现金流、资产负债率,13.85,0.81,15.3%,26.2%,-,50.4%,-,-,未分红/不适用,-8.3%,10,10,100,High,未知,警惕,70,可跟踪,73,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长偏弱,10年ROE波动较大；近5年营收增长偏弱,谨慎观察,Medium,10年ROE均值15.3%尚可，但波动较大（26.2%），且近5年营收CAGR为-8.3%，显示增长乏力。净利润波动低（0.68），无亏损和OCF为负记录，现金流稳定。资产负债率50.4%适中，但未分红且缺乏商誉和利息覆盖数据，需进一步验证。,营收持续下滑，可能面临行业或竞争压力；ROE波动大，盈利稳定性存疑；无分红记录，股东回报不足；关键指标如商誉、利息覆盖缺失，财务风险不明确。,关注营收下滑趋势是否改善；ROE能否维持或提升；未来分红政策变化；补充商誉和利息覆盖数据以评估财务风险。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
60.7,观察池,规则质量可跟踪；AI可跟踪,规则质量67；ROE7.2%；ROE波动15.8%；数据质量High；AI可跟踪；PE89.30；PB7.07,排雷需关注,002703,CN,浙江世宝,-,通用,ROE、现金流、资产负债率,89.30,7.07,7.2%,15.8%,-,45.2%,-,-,未分红/不适用,31.7%,10,10,100,High,未知,警惕,55,可跟踪,67,数据质量高；长期ROE达到行业基本线；ROE波动偏大；净利润波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,10年ROE波动较大；10年净利润波动较大；长期ROE偏低但PE不低,可跟踪,Medium,公司10年ROE平均7.2%，波动较大（15.8%），但近5年无亏损且经营现金流持续为正，显示一定稳定性。营收5年CAGR达31.7%，增长强劲。资产负债率45.2%适中。但未分红且自由现金流数据缺失，需关注盈利质量。,ROE波动大（15.8%），净利润波动系数2.25，盈利稳定性不足。未分红可能反映现金流或资本需求。自由现金流数据缺失，无法评估现金创造能力。,关注未来自由现金流趋势、ROE能否提升并稳定、分红政策变化、行业竞争格局及增长可持续性。,deepseek-chat,否,规则质量评级与AI评级一致
60.7,观察池,规则质量可跟踪,规则质量65；ROE20.2%；ROE波动24.9%；数据质量High；AI谨慎观察；PE61.91；PB1.55,排雷需关注,600746,CN,江苏索普,-,通用,ROE、现金流、资产负债率,61.91,1.55,20.2%,24.9%,-,27.2%,-,-,未分红/不适用,-7.5%,10,10,100,High,未知,警惕,55,可跟踪,65,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；净利润波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长偏弱,10年ROE波动较大；10年净利润波动较大；近5年营收增长偏弱,谨慎观察,Medium,10年ROE均值20.2%较高，但波动大（24.9%），净利润波动系数2.07，显示盈利不稳定。近5年营收CAGR为-7.5%，增长持续下滑。无分红记录，股东回报不足。,营收持续负增长，盈利波动大，可能受行业周期影响。无分红，现金流数据缺失，财务稳健性待验证。,关注营收能否止跌回升，盈利稳定性改善，以及现金流和分红政策变化。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
60.7,观察池,规则质量可跟踪,规则质量65；ROE21.3%；ROE波动26.7%；数据质量High；AI谨慎观察；PE111.04；PB4.22,排雷需关注,603301,CN,振德医疗,-,通用,ROE、现金流、资产负债率,111.04,4.22,21.3%,26.7%,-,29.0%,-,-,未分红/不适用,-4.0%,10,10,100,High,未知,警惕,70,可跟踪,65,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；净利润波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长偏弱,10年ROE波动较大；10年净利润波动较大,谨慎观察,Medium,公司10年ROE均值21.3%较高，但ROE波动26.7%较大，净利润波动1.44，显示盈利不稳定。近5年营收CAGR为-4.0%，增长乏力。资产负债率29.0%较低，财务风险可控。未分红，股东回报不足。,营收持续下滑，增长前景不明；盈利波动大，稳定性差；未分红，缺乏现金流回报。,关注营收能否止跌回升；净利润波动是否收窄；未来分红政策变化；现金流状况。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
60.7,观察池,规则通过,规则质量35；ROE6.2%；ROE波动2.7%；数据质量High；PE-116.51；PB4.56,-,002104,CN,恒宝股份,-,通用,ROE、现金流、资产负债率,-116.51,4.56,6.2%,2.7%,-,9.5%,-,-,未分红/不适用,-2.5%,10,10,100,High,未知,通过,100,排除,35,数据质量高；长期ROE低于行业基本线；ROE稳定性较好；近5年无亏损；经营现金流存在瑕疵；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长偏弱,-,,,,,,,未评估,暂无AI独立评估
60.6,观察池,规则质量可跟踪,规则质量73；ROE13.7%；ROE波动28.2%；数据质量High；AI谨慎观察；PE23.83；PB1.79,排雷需关注,000905,CN,厦门港务,-,通用,ROE、现金流、资产负债率,23.83,1.79,13.7%,28.2%,-,50.5%,-,-,未分红/不适用,-1.6%,10,10,100,High,未知,警惕,85,可跟踪,73,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长偏弱,10年ROE波动较大,谨慎观察,Medium,ROE 13.7%尚可，但波动较大（28.2%），营收负增长（-1.6%），且无分红记录。资产负债率50.5%适中，但缺乏现金流和利息覆盖数据，整体增长和稳定性不足。,营收持续下滑，盈利能力波动大，无分红可能反映现金流或治理问题。缺乏自由现金流和利息覆盖数据，财务健康度难以全面评估。,关注营收能否止跌回升，ROE稳定性改善，以及未来是否开始分红或披露自由现金流。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
60.4,观察池,规则质量可跟踪,规则质量75；ROE8.8%；ROE波动12.9%；数据质量High；AI谨慎观察；PE59.70；PB2.70,排雷需关注,301078,CN,孩子王,-,通用,ROE、现金流、资产负债率,59.70,2.70,8.8%,12.9%,-,62.7%,-,-,未分红/不适用,3.2%,10,10,100,High,未知,警惕,70,可跟踪,75,数据质量高；长期ROE达到行业基本线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,10年ROE波动较大；10年净利润波动较大,谨慎观察,Medium,公司ROE较低（8.8%），波动较大（12.9%），营收增长缓慢（3.2%），资产负债率偏高（62.7%），且未分红。虽无亏损或OCF为负，但整体财务质量不够突出，需关注增长和负债风险。,资产负债率62.7%偏高，可能增加财务风险；营收增长仅3.2%，成长性不足；未分红，股东回报有限；ROE波动大，盈利稳定性存疑。,关注未来营收增长能否提速；负债率变化趋势；自由现金流情况；管理层是否有改善盈利能力的计划。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
60.4,观察池,规则质量可跟踪,规则质量73；ROE28.7%；ROE波动26.3%；数据质量High；AI谨慎观察；PE42.80；PB3.20,排雷需关注,002925,CN,盈趣科技,-,科技,营收增长、自由现金流、研发投入效率,42.80,3.20,28.7%,26.3%,-,38.2%,-,-,未分红/不适用,-12.5%,10,10,100,High,未知,警惕,55,可跟踪,73,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长偏弱,科技公司营收增长转负；10年ROE波动较大；近5年营收增长偏弱,谨慎观察,Medium,公司10年ROE高达28.7%，但波动较大（26.3%），且近5年营收CAGR为-12.5%，显示增长乏力。净利润波动系数0.40，稳定性一般。无分红记录，现金流数据缺失。资产负债率38.2%尚可，但整体财务质量因营收下滑和波动性而存疑。,营收持续下滑（5年CAGR -12.5%），可能反映行业或公司竞争力问题；ROE波动大（26.3%），盈利稳定性不足；无分红记录，股东回报不明确；现金流数据缺失，无法评估自由现金流状况。,关注营收下滑趋势是否改善；ROE能否维持高位；获取完整现金流数据；了解行业前景及公司竞争策略；观察分红政策变化。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
60.4,观察池,规则质量可跟踪,规则质量71；ROE24.7%；ROE波动24.1%；数据质量Medium；AI谨慎观察；PE15.14；PB0.83,短历史封顶；排雷需关注,HDSN,US,"Hudson Technologies, Inc. - Common Stock",Specialty Chemicals,周期,利润波动、ROE波动、资本开支周期,15.14,0.83,24.7%,24.1%,48105000.00,23.6%,20.5%,-,未分红/不适用,-8.8%,4,6,80,Medium,低,警惕,25,可跟踪,71,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；近5年无亏损；经营现金流存在瑕疵；自由现金流整体为正；资产负债率符合行业语境；周期行业营收下滑，需结合行业周期位置,周期行业ROE波动显著；10年ROE波动较大；10年净利润波动较大；商誉占比偏高；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等,谨慎观察,Medium,ROE较高但波动大，净利润波动系数0.80显示盈利不稳定；5年营收CAGR为-8.8%，增长乏力；自由现金流为正但OCF曾为负，现金流质量需关注；商誉占比20.5%存在减值风险。,营收持续下滑，行业竞争或需求萎缩；商誉占比较高，减值可能冲击利润；ROE波动大，盈利稳定性不足；无分红记录，股东回报有限。,关注营收下滑趋势是否扭转；商誉减值测试结果；现金流稳定性；管理层应对策略及行业前景。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
60.4,观察池,规则质量可跟踪,规则质量67；ROE13.2%；ROE波动12.0%；数据质量High；AI谨慎观察；PE28.77；PB1.99,排雷需关注,688696,CN,极米科技,-,科技,营收增长、自由现金流、研发投入效率,28.77,1.99,13.2%,12.0%,-,46.3%,-,-,未分红/不适用,-3.7%,9,9,100,High,未知,警惕,55,可跟踪,67,数据质量高；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；经营现金流存在瑕疵；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长偏弱,科技公司营收增长转负；10年ROE波动较大；10年净利润波动较大,谨慎观察,Medium,公司ROE 13.2%尚可，但波动较大（12%），近5年营收CAGR为-3.7%，显示增长乏力。近5年有2年经营现金流为负，现金流质量存疑。资产负债率46.3%适中，但未分红且缺乏利息覆盖倍数等数据。整体财务质量一般，增长和现金流存在风险。,营收持续下滑，增长前景不明；经营现金流多次为负，盈利质量需验证；未分红可能反映现金流紧张或再投资压力；ROE波动大，盈利稳定性不足。,关注营收能否止跌回升；经营现金流是否持续改善；未来分红政策变化；行业竞争格局及公司市场份额变化。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
60.3,观察池,规则质量可跟踪,规则质量79；ROE9.2%；ROE波动5.9%；数据质量Medium；AI谨慎观察；PE108.66；PB2.03,短历史封顶；排雷需关注,TRS,US,TriMas Corporation - Common Stock,Packaging & Containers,通用,ROE、现金流、资产负债率,108.66,2.03,9.2%,5.9%,35625000.00,52.5%,20.2%,2.35,未分红/不适用,-9.9%,4,6,80,Medium,低,警惕,55,可跟踪,79,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长偏弱,商誉占比偏高；利息覆盖倍数偏低；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等,谨慎观察,Medium,ROE约9%且波动较小，无亏损和负OCF，FCF为正，但营收5年CAGR为-9.9%，增长乏力。资产负债率52.5%尚可，但商誉占比20.2%较高，利息覆盖倍数2.35偏低，财务风险需关注。,营收持续下滑，商誉占比高可能减值，利息覆盖倍数低，偿债压力较大。,关注营收能否企稳、商誉减值风险、现金流改善及负债管理。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
60.3,观察池,规则质量可跟踪,规则质量68；ROE36.3%；ROE波动30.3%；数据质量Medium；AI谨慎观察；PE33.13；PB1.73,排雷需关注,001386,CN,马可波罗,-,通用,ROE、现金流、资产负债率,33.13,1.73,36.3%,30.3%,-,25.3%,-,-,未分红/不适用,-8.9%,7,7,87,Medium,未知,警惕,70,可跟踪,68,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长偏弱,10年ROE波动较大；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等,谨慎观察,Medium,ROE高达36.3%但波动极大（30.3%），营收持续下滑（5年CAGR -8.9%），增长前景堪忧。无分红记录，现金流数据缺失，财务质量中等。,营收负增长趋势未扭转；ROE高波动可能源于非经常性损益；无分红表明股东回报不足；现金流数据缺失，无法评估造血能力。,关注营收下滑是否触底；ROE高波动原因；未来现金流及分红政策；行业竞争格局变化。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
60.3,观察池,规则质量可跟踪；AI可跟踪,规则质量67；ROE7.5%；ROE波动14.1%；数据质量High；AI可跟踪；PE34.54；PB2.36,排雷需关注,000063,CN,中兴通讯,-,通用,ROE、现金流、资产负债率,34.54,2.36,7.5%,14.1%,-,65.3%,-,-,未分红/不适用,4.0%,10,10,100,High,未知,警惕,55,可跟踪,67,数据质量高；长期ROE达到行业基本线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率略高但未构成硬伤；营收增长达到行业较好水平,10年ROE波动较大；10年净利润波动较大；长期ROE偏低但PE不低,可跟踪,Medium,10年ROE均值7.5%偏低，但波动14.1%尚可；近5年无亏损且经营现金流持续为正，显示一定稳定性；营收CAGR 4.0%增长缓慢；资产负债率65.3%偏高，但未提供利息覆盖倍数和商誉数据，无法全面评估偿债风险；未分红可能影响价值投资者偏好。整体财务质量一般，无明显硬伤但亮点不足。,资产负债率65.3%偏高，若利息覆盖倍数低则偿债压力大；营收增长缓慢（4%），可能缺乏成长性；未分红可能反映现金流或公司治理问题；ROE偏低，资本回报效率不高。,关注未来ROE趋势及改善措施；跟踪营收增长能否提速；获取利息覆盖倍数和商誉数据以评估财务风险；观察分红政策变化。,deepseek-chat,否,规则质量评级与AI评级一致
60.1,观察池,规则质量可跟踪；AI可跟踪,规则质量67；ROE7.3%；ROE波动43.0%；数据质量High；AI可跟踪；PE41.64；PB2.18,排雷需关注,688293,CN,奥浦迈,-,通用,ROE、现金流、资产负债率,41.64,2.18,7.3%,43.0%,-,6.6%,-,-,未分红/不适用,13.7%,8,8,100,High,未知,警惕,55,可跟踪,67,数据质量高；长期ROE达到行业基本线；ROE波动偏大；净利润波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长达到行业较好水平,10年ROE波动较大；10年净利润波动较大；长期ROE偏低但PE不低,可跟踪,Medium,公司8年数据质量高，无亏损且经营现金流持续为正，资产负债率极低（6.6%），财务风险小。但ROE仅7.3%且波动大（43%），净利润波动系数1.53，增长稳定性不足。5年营收CAGR 13.7%尚可，但未分红且自由现金流数据缺失，整体质量中等。,ROE偏低且波动大，盈利能力不稳定；净利润波动系数较高，业绩存在不确定性；未分红可能影响投资者回报；自由现金流数据缺失，需关注现金流质量。,关注ROE能否提升并趋于稳定；净利润波动是否收敛；自由现金流转正情况；营收增长可持续性；行业竞争格局变化。,deepseek-chat,否,规则质量评级与AI评级一致；数据历史未满10年，长期质量结论仍需补充更长周期验证
60.1,观察池,规则质量可跟踪,规则质量65；ROE19.4%；ROE波动20.2%；数据质量High；AI谨慎观察；PE505.90；PB0.81,排雷需关注,001979,CN,招商蛇口,-,通用,ROE、现金流、资产负债率,505.90,0.81,19.4%,20.2%,-,67.5%,-,-,未分红/不适用,-0.9%,10,10,100,High,未知,警惕,85,可跟踪,65,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率略高但未构成硬伤；营收增长偏弱,10年ROE波动较大,谨慎观察,Medium,ROE较高（19.4%）但波动大（20.2%），净利润波动系数0.55，显示盈利不稳定。营收负增长（-0.9%），资产负债率67.5%偏高，未分红。现金流数据缺失，需进一步验证。,高负债率（67.5%）增加财务风险；营收下滑可能反映行业或公司困境；盈利波动大，稳定性不足；未分红可能影响股东回报。,关注未来营收能否企稳、负债率变化、现金流状况及分红政策。需更多数据评估盈利可持续性。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
60.1,观察池,规则通过,规则质量48；ROE9.9%；ROE波动0.9%；数据质量Medium；PE11.72；PB0.79,短历史封顶,BCSF,US,"Bain Capital Specialty Finance, Inc. Common Stock",Asset Management,通用,ROE、现金流、资产负债率,11.72,0.79,9.9%,0.9%,-,58.0%,-,-,未分红/不适用,-0.6%,4,6,80,Medium,低,通过,85,谨慎观察,48,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；经营现金流存在瑕疵；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长偏弱,数据质量为Medium，筛选结果置信度中等,,,,,,,未评估,暂无AI独立评估
60.0,观察池,规则质量可跟踪,规则质量73；ROE16.8%；ROE波动27.9%；数据质量High；AI谨慎观察；PE8.43；PB2.31,排雷需关注,601600,CN,中国铝业,-,通用,ROE、现金流、资产负债率,8.43,2.31,16.8%,27.9%,-,46.0%,-,-,未分红/不适用,-5.2%,10,10,100,High,未知,警惕,55,可跟踪,73,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长偏弱,10年ROE波动较大；10年净利润波动较大；近5年营收增长偏弱,谨慎观察,Medium,10年ROE 16.8%尚可，但ROE波动高达27.9%，净利润波动1.03，显示盈利不稳定。近5年营收CAGR为-5.2%，增长乏力。资产负债率46%适中，但未分红且自由现金流数据缺失。整体财务质量一般，需关注盈利稳定性和增长前景。,盈利波动大，营收持续下滑，可能面临行业周期或竞争压力。未分红可能反映现金流或管理层分配策略问题。自由现金流数据不足，无法评估真实现金生成能力。,关注未来营收能否止跌回升，盈利稳定性改善情况，以及自由现金流和分红政策变化。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
60.0,观察池,规则质量可跟踪,规则质量69；ROE38.0%；ROE波动34.7%；数据质量High；AI谨慎观察；PE13.72；PB3.10,排雷需关注,000554,CN,泰山石油,-,周期,利润波动、ROE波动、资本开支周期,13.72,3.10,38.0%,34.7%,-,31.0%,-,-,未分红/不适用,3.1%,10,10,100,High,未知,警惕,40,可跟踪,69,数据质量高；长期ROE达到行业优秀线；近5年无亏损；经营现金流存在瑕疵；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长处于可接受区间,周期行业ROE波动显著；周期行业利润弹性过大；10年ROE波动较大；10年净利润波动较大,谨慎观察,Medium,10年ROE均值38%看似优秀，但波动高达34.7%，净利润波动1.57，稳定性差。近5年OCF一次为负，现金流不稳定。营收增长仅3.1%，缺乏成长性。未分红，股东回报不足。,高ROE波动和净利润波动表明盈利不稳定；现金流偶有负值，可能影响运营；低增长且无分红，投资回报依赖股价波动。,需关注ROE和净利润波动原因，现金流改善情况，以及公司是否有新增长点或分红计划。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
60.0,观察池,规则质量可跟踪,规则质量68；ROE6.4%；ROE波动10.3%；数据质量Medium；AI谨慎观察；PB1.19,短历史封顶；排雷需关注,VTS,US,"Vitesse Energy, Inc. Common Stock",Oil & Gas E&P,周期,利润波动、ROE波动、资本开支周期,-,1.19,6.4%,10.3%,41525750.00,29.6%,-,4.44,未分红/不适用,-0.9%,4,6,80,Medium,低,警惕,70,可跟踪,68,数据质量中等，质量评级需降置信度；长期ROE达到行业基本线；ROE稳定性较好；近5年出现亏损；近5年经营现金流持续为正；自由现金流整体为正；资产负债率符合行业语境；营收增长处于可接受区间,周期行业利润弹性过大；10年净利润波动较大；数据质量为Medium，筛选结果置信度中等,谨慎观察,Medium,公司为油气勘探生产商，数据仅4年，ROE偏低（6.4%）且波动大（10.3%），近5年有1次亏损，营收负增长（-0.9%）。但资产负债率较低（29.6%），OCF持续为正，FCF为正，利息覆盖尚可。,营收下滑趋势，ROE波动大，行业周期性风险，分红不适用，数据年限短不足以评估长期稳定性。,关注营收能否企稳，ROE改善趋势，油价对现金流的影响，管理层资本配置策略。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
60.0,观察池,规则质量可跟踪,规则质量65；ROE8.2%；ROE波动1.3%；数据质量High；AI谨慎观察；PE22.68；PB1.92,排雷需关注,001289,CN,龙源电力,-,通用,ROE、现金流、资产负债率,22.68,1.92,8.2%,1.3%,-,66.5%,-,-,未分红/不适用,-6.7%,10,10,100,High,未知,警惕,85,可跟踪,65,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率略高但未构成硬伤；营收增长偏弱,近5年营收增长偏弱,谨慎观察,Medium,公司10年ROE平均8.2%，波动小，净利润和经营现金流稳定，无亏损记录。但资产负债率66.5%偏高，且近5年营收CAGR为-6.7%，增长乏力。未分红，现金流数据缺失，需进一步验证。,高负债率（66.5%）增加财务风险；营收持续下滑（-6.7% CAGR）可能反映行业或竞争压力；未分红可能影响投资者回报。,关注未来营收能否企稳回升；负债率变化趋势；自由现金流及分红政策；行业政策与竞争格局。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
60.0,观察池,规则质量可跟踪,规则质量65；ROE11.4%；ROE波动7.7%；数据质量High；AI谨慎观察；PE38.75；PB0.85,排雷需关注,601666,CN,平煤股份,-,通用,ROE、现金流、资产负债率,38.75,0.85,11.4%,7.7%,-,65.1%,-,-,未分红/不适用,-8.8%,10,10,100,High,未知,警惕,70,可跟踪,65,数据质量高；长期ROE达到行业基本线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率略高但未构成硬伤；营收增长偏弱,10年净利润波动较大；近5年营收增长偏弱,谨慎观察,Medium,公司10年ROE均值11.4%，但波动较大（7.7%），净利润波动系数0.83，显示盈利不稳定。近5年营收CAGR为-8.8%，增长乏力。资产负债率65.1%偏高，财务杠杆风险较大。未分红，股东回报不足。,营收持续下滑，增长前景不明；高负债率增加财务风险；盈利波动大，稳定性差；无分红记录，缺乏股东回报。,关注营收能否止跌回升；负债率变化趋势；盈利稳定性改善情况；未来分红政策。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
59.9,观察池,规则质量可跟踪,规则质量73；ROE12.4%；ROE波动24.4%；数据质量High；AI谨慎观察；PE97.29；PB4.79,排雷需关注,000058,CN,深 赛 格,-,通用,ROE、现金流、资产负债率,97.29,4.79,12.4%,24.4%,-,50.8%,-,-,未分红/不适用,-4.1%,10,10,100,High,未知,警惕,70,可跟踪,73,数据质量高；长期ROE达到行业优秀线；ROE波动偏大；近5年无亏损；近5年经营现金流持续为正；自由现金流数据缺失，评级保守；资产负债率符合行业语境；营收增长偏弱,10年ROE波动较大；10年净利润波动较大,谨慎观察,Medium,10年ROE均值12.4%尚可，但波动高达24.4%，稳定性差；近5年营收CAGR为-4.1%，呈下滑趋势；无分红记录，股东回报不足。资产负债率50.8%适中，但缺乏利息覆盖倍数和商誉数据，现金流数据缺失。,营收持续下滑，成长性堪忧；ROE波动大，盈利不稳定；无分红，可能影响长期持有价值；关键财务指标如FCF、利息覆盖倍数缺失，增加评估不确定性。,关注营收能否止跌回升；ROE波动是否改善；未来是否开始分红；补充FCF和利息覆盖数据以评估现金流和偿债能力。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
59.8,观察池,规则质量可跟踪,规则质量79；ROE11.9%；ROE波动0.2%；数据质量Medium；AI谨慎观察；PE19.79；PB2.39,短历史封顶；排雷需关注,CMS,US,CMS Energy Corporation Common Stock,Utilities - Regulated Electric,周期,利润波动、ROE波动、资本开支周期,19.79,2.39,11.9%,0.2%,-1328500000.00,75.7%,-,2.56,未分红/不适用,-0.2%,4,6,80,Medium,中,警惕,40,可跟踪,79,数据质量中等，质量评级需降置信度；长期ROE达到行业优秀线；ROE稳定性较好；近5年无亏损；近5年经营现金流持续为正；自由现金流质量不足；资产负债率略高但未构成硬伤；营收增长处于可接受区间,近5年自由现金流多次为负；资产负债率偏高；利息覆盖倍数偏低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等,谨慎观察,Medium,公司作为受监管电力公用事业，ROE稳定在11.9%且无亏损，但自由现金流持续为负（5年均值-13.3亿），资产负债率75.7%较高，利息覆盖倍数仅2.56，财务杠杆风险明显。营收增长停滞（CAGR -0.2%），且无分红记录。,高负债率（75.7%）和低利息覆盖倍数（2.56）增加偿债压力；自由现金流持续为负，可能依赖外部融资；营收零增长，缺乏成长性。,关注未来自由现金流能否转正；债务结构及利息覆盖倍数变化；监管政策对盈利的影响；是否有分红计划或资本支出削减措施。,deepseek-chat,轻微,规则和AI评级不完全一致，可作为人工复核优先项
